submission_ID,avg_temp_c
1,8.345783998059794
2,8.003320862435737
3,7.646275554151172
4,7.298594877859072
5,7.100393206232997
6,7.212807843302993
7,7.278134054565527
8,14.78526165263121
9,14.681996273532777
10,14.508796565760246
11,14.337456893432968
12,14.248023994608577
13,14.111676893539158
14,14.014303884439443
15,26.687989473294117
16,26.739374817628377
17,26.68929395669044
18,26.671777940408283
19,26.735267950282516
20,26.71713910360489
21,26.665751746610148
22,-1.2420035331408839
23,-1.3302033631582084
24,-1.2326608664328287
25,-1.102773591856053
26,-1.2220279123499438
27,-1.3446179582195263
28,-1.1552892349325088
29,24.81007908880118
30,24.84762701797062
31,24.743104858450366
32,25.032980002242223
33,24.91300290880354
34,24.822552240953726
35,24.999047079742205
36,19.961681446432237
37,20.156068716270095
38,20.498518469411657
39,20.68406471049396
40,20.96142893188147
41,21.04756163515674
42,20.639114175119886
43,3.654168568103774
44,3.7456979034788365
45,3.581369145865244
46,3.518293126162936
47,3.6705143542669045
48,3.4265242658280055
49,3.0695197178986025
50,19.929660134873007
51,19.850115423331886
52,19.769086089701354
53,19.700370108027595
54,19.88152494040675
55,19.82531437596422
56,19.6023649276205
57,19.20450449870646
58,19.289067451426774
59,19.279355896025514
60,19.216376725000945
61,19.247216086833582
62,19.353809849829013
63,19.33653618590937
64,-2.1414501866487994
65,-2.3611992437244123
66,-2.7016064430411735
67,-2.801903731683777
68,-2.8902983001227343
69,-3.0594872894941485
70,-3.395867486241179
71,7.017723697356211
72,6.889627547464075
73,6.978696960959474
74,6.897182048657908
75,6.6224762577359435
76,6.283458222362383
77,6.095408000940429
78,2.87893025128432
79,2.4333697947517585
80,1.7430077874642969
81,1.5895178306619169
82,1.6049162032910207
83,1.7146299121859485
84,1.2588692050728643
85,2.629346509739481
86,2.3056366792444205
87,1.8557807071986812
88,1.4817465828712901
89,1.2075691507861208
90,1.2726805579850176
91,1.191979431223725
92,24.052571813328303
93,24.040392819645962
94,23.986227233809334
95,24.012762772498316
96,24.06253816516408
97,23.94540506891687
98,23.91796277782008
99,20.631309884535355
100,20.529112084656912
101,20.55265852191831
102,20.38897926858768
103,20.403748652484964
104,20.409856423811302
105,20.37647196073425
106,27.06181044881577
107,27.060589587639754
108,27.089296233937652
109,27.078279514275533
110,27.14952690650785
111,27.15718599236336
112,27.082225788507117
113,-5.659680899411697
114,-5.776557798290097
115,-5.981567751497755
116,-5.930398173325485
117,-6.279075084553689
118,-6.749270370441309
119,-7.335528250537206
120,25.604454723877456
121,25.58476919780168
122,25.76600675983814
123,25.718372261266005
124,25.597849060785038
125,25.53744862358854
126,25.73227498523852
127,-4.5167596871074664
128,-4.489441761218703
129,-4.561487408166489
130,-4.383074279491073
131,-4.53273749511483
132,-4.157898238679563
133,-4.012000942012863
134,26.667351337595992
135,26.897258189716016
136,26.725486121419873
137,26.534392155570288
138,26.446102129894058
139,26.395046963142647
140,26.213560470369938
141,5.567487780226498
142,5.442667886890829
143,5.175490573618317
144,5.064983851724522
145,5.097966119964921
146,4.890498229643905
147,4.636286385148445
148,3.137668222261601
149,3.166428509065203
150,3.008580803537847
151,3.016080239444128
152,3.1262997658396454
153,2.9227996912258893
154,2.5248461394980666
155,-15.108860720418324
156,-15.667552965856483
157,-15.390555442120856
158,-15.41547141272911
159,-15.736236726460682
160,-15.784249358105825
161,-15.337726054089144
162,25.355547937854606
163,25.381948809041127
164,25.35433948892472
165,25.38972999634847
166,25.225053270482363
167,25.24751871151417
168,25.2440404363864
169,24.688948896278404
170,24.66450091390077
171,24.55603314752139
172,24.594641724168998
173,24.56416427117122
174,24.598292125364946
175,24.685723871395496
176,27.447308078017354
177,27.452936394930816
178,27.502164700266515
179,27.50540320067695
180,27.475270734620494
181,27.432073221685805
182,27.439028505518227
183,-1.285772015049945
184,-1.4348175679569106
185,-1.6941729519143696
186,-1.6985755914439267
187,-1.6543838200545125
188,-1.9296751183675287
189,-2.0631425562064845
190,-0.8892213914796159
191,-1.14569647518588
192,-1.2763144738292667
193,-1.3286734005354486
194,-1.3658306110400167
195,-1.6071138056333485
196,-1.6959929037270998
197,7.995073148129512
198,7.788267979166975
199,7.7243456275696625
200,7.71517349808856
201,7.6481169423897795
202,7.336857828411775
203,7.126256207322023
204,27.362696772391203
205,27.3651916065709
206,27.42533238363217
207,27.374199788624978
208,27.415183179002558
209,27.30801280439853
210,27.28020261675834
211,0.5795388306467011
212,0.5235834387339722
213,0.3942921757860045
214,0.5654394948828223
215,0.5562850125156622
216,0.30055295845944485
217,0.09321572354629204
218,4.360333943388321
219,4.383313426655854
220,4.378832997248921
221,4.523826600394336
222,4.4129299340054695
223,4.08731336773747
224,3.877198220990109
225,28.202930841709076
226,28.158497603811742
227,28.168717227224946
228,28.17990293385853
229,28.12036551503918
230,28.05787351999421
231,28.01613030103255
232,11.94290874538547
233,11.671418006013356
234,11.431788793630261
235,11.068967640838661
236,10.926883838043008
237,10.962471305512345
238,10.986611557114399
239,27.38028980224217
240,27.32366492306371
241,27.390140390757196
242,27.318794916898142
243,27.43030674287941
244,27.376349882258037
245,27.21394771053908
246,19.714897280924077
247,19.65709469578592
248,19.789412059287926
249,19.7809575498771
250,19.934174124561867
251,19.795662926214597
252,19.821672990483833
253,3.0256638119977186
254,2.9048315883164673
255,2.5685075778552253
256,2.518213051033621
257,2.5471321509996816
258,2.4570667501112187
259,2.05950807230022
260,12.25982713844981
261,12.47511028111567
262,12.727671985689604
263,12.901384548931606
264,12.855089786518942
265,12.809587583926579
266,12.847960385612017
267,27.551636093388822
268,27.519644902340158
269,27.454648831073637
270,27.502060793528514
271,27.37546906555026
272,27.399671972869292
273,27.354661407802023
274,5.945052880374011
275,5.9787452824616665
276,6.048120884291787
277,6.254971487663978
278,6.306077096535894
279,6.222287344085501
280,6.015075751822822
281,7.169695908357604
282,7.1654864935907625
283,7.3090315163397275
284,7.097944519228477
285,6.903566133296112
286,6.726639556184736
287,6.727943977133032
288,10.10770783351226
289,9.787977483674549
290,9.457903797161006
291,9.3292991625135
292,9.448537711917869
293,9.659760501412299
294,9.496380405185782
295,6.193154983851642
296,6.11246819907173
297,5.999314685047349
298,5.967139516215967
299,5.741034671152271
300,5.63068110989618
301,5.6594840273076805
302,27.720445684748313
303,27.762042007099705
304,27.60836943042387
305,27.729533670082738
306,27.759757688999564
307,27.736720861283803
308,27.749857140317154
309,-3.8305679720600856
310,-4.576584752517735
311,-4.7320435128811855
312,-4.534537050861416
313,-4.681783127110602
314,-5.029882377873266
315,-5.311141481126225
316,-1.7996188470534698
317,-2.052312638589296
318,-2.3845392912296752
319,-2.4063340709818277
320,-2.4621648251991246
321,-2.583099959460723
322,-2.8632337383062403
323,5.214760659955972
324,5.062169927211103
325,4.917170952789564
326,4.992869794094875
327,4.69004180654858
328,4.453377371833455
329,4.14691651208259
330,3.2762066078553467
331,2.890303893422436
332,2.555289550795365
333,2.41367269299627
334,2.0870941749745846
335,1.9802585639644885
336,1.8635573242126053
337,20.816933373553876
338,20.80398070382803
339,20.79957904911521
340,20.841278046165584
341,20.777383098509475
342,20.706032474883035
343,20.70201795972473
344,24.302155522436326
345,24.440508248141587
346,24.354991866275586
347,24.277868662345313
348,24.394937082237476
349,24.292381865028613
350,24.030336572652253
351,14.36055733377772
352,14.124573995847461
353,13.936543116285314
354,13.855334387202284
355,13.7394654943282
356,13.790259080748987
357,13.88057688791222
358,22.90284073089695
359,22.877279828060523
360,22.948593744636167
361,22.97614211569292
362,22.99570455827413
363,22.978353813443135
364,23.07098779667978
365,11.046954914771941
366,10.890243921698183
367,10.750270371465232
368,10.626476854369482
369,10.484745740582945
370,10.60637767149467
371,10.515967492094141
372,8.685157292266464
373,8.33929449170015
374,8.132033182404744
375,7.856376780497955
376,7.701066064857979
377,7.591995550590301
378,7.703763562244021
379,13.258422957285433
380,13.077975565995157
381,12.850861870547376
382,12.742141157665804
383,12.878987377972821
384,12.704644814023988
385,12.670817072902253
386,27.266582606754348
387,27.283791447262768
388,27.192366381758976
389,27.302694589392804
390,27.338775187300463
391,27.307733985183397
392,27.289703456873045
393,24.142476685756208
394,24.093888846142505
395,23.98877066848334
396,24.092827455659712
397,24.14907366113563
398,24.051411700443783
399,24.062222713479834
400,10.15277556813678
401,10.195045730310767
402,10.266294343320043
403,10.199712634264802
404,10.269165655376156
405,10.237051362758136
